Boss,Subordinate,Immediate?
35981,66689,0
270,2366,1
19235,54116,0
113114,70659,0
40164,45006,0
4671,15227,0
27104,117258,0
3461,3392,0
20805,40214,0
896,1768,0
49468,117311,0
701,3583,0
20805,1706,0
701,14697,0
896,3443,0
304,43350,0
20805,27104,1
35981,60796,0
20805,47235,0
12431,18811,0
40164,52258,0
35981,12504,0
35981,52227,0
31379,40967,1
20805,1996,1
20805,49746,0
18590,74742,0
2551,788,1
76045,177,0
18327,26990,1
46153,41766,0
27104,2524,0
755,2216,0
701,742,0
27104,81524,0
2273,108366,0
46153,66172,1
755,3589,0
20805,4871,1
113114,53703,0
755,64055,0
896,1219,0
35981,95487,0
20805,76702,1
113114,11384,0
113114,949,0
20805,1151,0
40196,1353,1
27104,2362,0
755,2502,0
896,68398,0
896,27027,0
3209,18511,0
40164,120142,0
20805,2772,0
113114,24977,0
20805,40673,0
76045,37643,0
19385,62410,0
755,1212,1
896,3071,0
20805,43184,0
896,29838,0
54371,89537,1
40164,40174,0
35981,15344,0
35981,2437,0
20805,112633,0
102777,40565,1
113114,19920,0
72195,20277,1
89380,43713,0
896,85818,0
20805,2126,0
2273,80043,0
19235,3500,1
76045,2819,0
20805,19697,1
35981,2980,0
35981,85818,0
18327,5975,1
41637,77007,0
76045,3496,0
18472,43350,0
27104,2373,0
2273,1227,0
14758,119151,0
4671,22719,0
896,64055,0
40164,2368,1
40164,114438,0
20805,54083,0
40164,21265,0
76045,2789,0
76045,22395,0
896,2953,0
40164,1751,1
896,13904,0
40164,74742,0
579,64581,0
701,6403,0
20805,52590,0
701,35975,0
755,11334,0
896,94841,0
2603,3337,0
40164,27095,1
20805,104307,0
896,8966,0
701,27095,1
20805,73406,1
40164,34357,0
579,29455,0
20805,247,1
16611,507,0
896,89569,0
4671,7913,0
20805,2412,1
40164,2983,1
755,40797,1
3209,33865,0
896,36401,0
113114,89637,0
105707,1528,0
27104,98408,0
76045,62410,0
896,96226,0
2483,119198,1
304,81068,0
27104,117270,0
2273,14326,1
16611,19479,0
113114,18492,0
20805,107737,0
19235,15260,0
27104,13951,0
113114,65290,0
40164,104693,0
27104,4894,0
113114,4845,0
1756,11334,1
896,5866,0
20805,77118,0
104632,1192,0
40164,33865,0
27104,2202,1
27104,1110,0
102777,111717,1
40196,28977,0
40164,22318,0
12008,212,0
1599,3764,0
40164,11351,0
40164,2796,1
49468,26990,0
1055,42489,0
35981,55348,0
27104,5416,1
1994,3362,0
113114,4367,0
40164,4871,0
40164,94556,0
3804,3025,1
20805,35845,1
113114,35922,0
2273,19482,0
35981,1786,0
2273,5265,0
104632,63556,0
20874,12661,0
755,40121,0
76045,67858,0
896,16810,0
35981,79848,0
16611,69949,0
20805,18492,0
4780,12617,1
58842,96413,0
755,899,1
304,3231,0
27104,55348,0
35981,22190,0
40164,28338,0
701,2964,0
40164,1944,0
35981,19866,0
755,3726,0
471,11412,0
76045,31324,0
49746,117270,1
896,18340,0
46153,88504,0
113114,5090,0
40164,93697,0
14758,54451,0
35981,321,0
701,120936,0
18327,3089,1
304,649,0
76045,27066,0
25496,70659,1
1756,52579,0
76045,1557,0
40164,117805,1
35981,40967,0
76045,1342,0
40164,527,0
40164,119360,1
20805,93599,0
40164,11209,1
18427,974,0
20805,1286,0
27104,26990,0
896,12467,0
1756,1219,1
76045,635,0
92989,96918,1
35981,111441,0
76045,2855,0
20805,76214,0
755,6428,0
4671,1278,0
4671,29535,0
27104,96252,0
2243,2210,1
701,78386,0
3588,19718,1
896,15737,0
20805,27313,0
270,1377,1
4780,71160,0
18477,14302,0
113114,18989,0
113114,30898,0
35981,3242,0
20805,2205,0
27104,3356,0
113114,239,0
2273,2808,1
3209,4027,0
35981,64066,0
36134,392,0
27104,4367,0
76045,51460,0
701,27018,0
896,81031,0
20805,27603,0
1999,27421,0
471,29146,0
896,949,0
20805,5975,0
76045,11978,0
896,107234,0
579,45006,0
76045,5611,0
18466,95824,0
76045,2820,0
1786,8090,1
755,2566,0
75322,3356,0
30174,2998,1
76045,27313,0
755,99,0
20805,2368,1
896,44892,0
76063,89273,0
76045,34357,0
755,12661,0
2243,3782,1
40164,1807,0
31379,18811,0
896,1744,0
27104,89637,0
2273,31324,0
19235,6055,0
701,11428,0
20805,3068,0
579,81093,0
2937,1578,0
2712,27763,1
2273,4780,0
579,18989,0
4902,20607,0
2273,24977,0
20805,303,0
896,3242,0
76045,360,0
896,1534,0
2564,500,0
49468,35923,0
4671,31388,0
20195,56761,1
76045,3720,0
40164,1498,0
40164,7854,1
76045,26963,0
76063,59855,0
36162,63937,0
27104,3154,0
27104,688,0
40164,1347,1
40164,25496,0
4671,12433,1
19235,859,1
4671,8252,0
27104,96918,0
76045,62551,0
40164,35814,1
2937,33554,1
2273,111183,0
896,51217,0
755,6800,1
85021,35684,0
27104,2786,0
5063,72195,1
40164,11460,1
36162,49148,0
471,40266,1
17312,18612,0
2273,91386,0
58842,11978,0
1055,1498,0
40164,560,0
40164,105687,0
46153,5995,1
896,8970,0
35981,30185,0
14758,11441,0
755,44677,0
27104,72195,0
701,20464,0
2147,3215,0
18327,95,1
2587,27873,0
896,19866,0
18327,34166,1
40164,53860,0
40164,85328,0
4708,28940,1
76045,112733,0
896,93892,0
2273,5866,0
40164,64066,0
27104,12931,0
113114,29542,0
304,11442,0
20805,18405,0
27104,18612,0
40164,85678,0
270,26990,0
701,94688,0
20805,2272,0
304,40174,0
1055,542,0
2273,2731,0
2712,3242,1
16611,42469,0
896,26422,0
113114,22022,0
35981,30637,0
755,688,0
3715,1044,1
40164,475,1
701,6475,0
35981,96870,0
20805,119360,1
76045,46153,1
27104,1565,0
701,1435,0
20805,830,0
701,109670,0
755,5970,0
40164,2378,0
30174,2819,0
20805,29554,1
56700,34007,0
40164,35985,0
113114,57909,0
12850,2448,0
755,2786,0
1492,8252,1
4780,5265,1
579,79993,0
19235,25104,0
20805,35923,0
40164,119198,0
896,30779,0
2273,3459,1
182,2263,0
4671,12850,0
896,77748,0
49468,12931,0
19235,18811,0
20805,26746,0
20805,1717,0
18590,89029,0
471,52065,0
270,12931,0
755,26999,1
27104,70659,1
92989,12687,0
113114,81145,0
304,3724,0
27104,9440,0
270,12661,1
755,41766,0
40164,18472,0
40164,92391,1
20805,97304,0
20805,4845,0
76045,74694,0
40164,55063,0
755,56140,0
20805,76534,0
13904,45006,0
76045,2587,0
19235,18785,0
40164,56714,0
755,29554,0
20805,28657,0
4682,2406,1
701,12202,1
40164,35975,0
76045,103367,0
2273,112733,0
1055,94080,0
27104,18402,0
2273,212,1
3209,5978,0
20805,9540,0
35981,1794,0
76045,75085,0
755,53703,0
31379,51885,0
35981,19793,0
755,106850,0
35981,61026,0
20805,31324,0
35981,4960,0
35981,22022,0
1125,36528,0
2273,2202,1
76045,9263,0
18327,3304,1
35981,20635,0
3209,1277,1
20805,6120,0
5063,18641,1
46153,818,0
4671,14302,0
18472,78832,0
18590,81031,0
755,6716,1
120142,19760,0
27104,114734,0
113114,19965,0
49468,34166,0
40164,31383,1
40164,88876,0
20805,96632,0
113114,104362,0
94970,12629,0
579,111313,0
1124,34954,0
1848,115336,1
755,21660,0
40164,96870,0
76045,3459,0
27104,1682,0
49468,2824,0
11460,28119,1
506,2820,1
76296,121038,0
113114,12435,0
1055,29535,0
4827,67799,0
20805,76063,0
2273,118617,0
40164,98408,0
2273,21626,0
1994,65542,0
76045,3429,0
40164,1653,0
755,18402,0
43716,12620,1
35981,54121,0
12850,104097,0
76045,57899,0
48944,20747,0
43716,3337,1
27104,18287,0
20805,85328,0
1055,2532,0
113114,17312,0
20805,89524,0
113114,20026,0
20805,33554,1
3209,1840,0
755,89580,0
19235,27027,0
41637,112401,0
1055,11412,0
896,2940,0
27104,3763,0
92989,70406,1
40164,5416,1
76045,18478,0
20805,11303,0
107234,490,0
56700,12629,0
18327,12931,0
3209,27889,0
35901,1498,1
19235,20635,0
755,2844,0
5425,70222,1
755,111066,0
3209,1635,0
40164,18892,0
40164,1110,0
19235,30950,0
20805,85021,0
18327,75346,0
76045,52065,0
4827,35866,0
20805,3231,0
40164,2761,0
40164,106180,0
56700,11209,0
76045,65712,0
19235,10450,0
20805,28629,0
27104,52579,0
755,2437,1
27104,2525,0
701,1861,0
3594,44677,1
97938,73406,0
42936,12285,0
20805,4741,0
48944,84840,0
58842,114621,0
113114,65712,0
4671,5978,0
76045,120142,0
40164,3154,0
40196,43713,0
4780,104258,0
76045,64055,0
755,28701,0
85818,2167,1
20805,12786,1
76045,81093,0
27104,838,1
40164,18327,1
12008,14152,0
4671,28436,0
27104,111102,0
27104,1505,0
76045,111575,0
20805,59771,0
20805,49190,0
113114,3443,0
2273,111441,0
27104,56038,0
18327,35861,1
3209,7262,0
40164,2147,0
113114,8970,0
19235,51492,0
27107,80187,0
755,111166,1
755,94632,0
40164,104362,1
76045,26999,0
40164,3718,0
28977,18460,0
27104,42868,0
113114,28183,0
40164,3703,0
14758,27313,1
40164,2286,0
896,19697,0
18590,114746,1
4780,75969,1
27104,73955,0
2273,85748,0
20805,579,0
20805,41118,0
27104,69521,0
40164,52588,0
701,13726,0
4671,33865,0
1994,104307,0
40164,1744,0
75322,81151,0
20805,58777,0
3740,2542,0
40164,55733,1
76045,3209,1
19235,81093,0
18327,40153,1
76045,4897,0
92989,10450,0
27104,20406,1
20805,7238,0
76045,103674,0
18327,2454,1
579,45013,0
2273,9298,0
896,6800,0
2273,41766,0
2835,12771,0
27104,3679,0
896,3715,0
27104,120808,0
27104,28701,1
5425,264,0
35981,36344,0
113114,54451,0
89380,28977,0
48944,64514,0
896,99507,0
5425,1717,1
3720,27421,0
471,506,0
27104,117311,0
20805,506,0
20805,1788,0
896,4802,0
20805,2953,1
35981,72278,0
27104,22326,0
579,8966,0
755,56038,0
755,112733,0
40164,3471,0
16611,13697,0
40164,51217,0
1756,31382,1
896,21959,0
2273,28655,0
896,3408,0
755,88727,0
2273,18287,0
579,54116,0
19235,19866,0
755,341,0
42936,88829,0
14758,1990,1
755,8090,0
35981,95151,0
701,2368,0
755,52588,0
19385,15260,1
46153,95487,0
35981,113150,0
76045,212,0
2273,37643,0
18327,1848,1
43350,7262,0
579,52590,0
4671,321,0
76045,117270,0
40164,11303,0
2273,52249,0
20805,1840,0
755,4708,1
755,146,0
35981,57899,0
49468,120808,0
76063,59771,0
35981,2482,1
896,76702,0
701,270,1
76045,8105,0
76045,81524,0
701,9263,1
113114,1075,0
4671,3487,0
896,77143,0
2273,20607,0
76063,109670,0
701,35731,0
20805,36134,0
20805,18892,0
35981,239,0
2483,64834,0
701,1611,0
3209,3056,0
2273,7238,0
76045,93736,0
40164,19551,0
76045,12625,0
20805,99811,0
40164,541,0
755,111105,1
20805,106180,0
20805,94841,0
40164,23430,0
20805,72176,0
20805,101609,0
20805,54406,0
896,974,0
1999,40254,0
35981,2789,0
49468,2659,0
76028,97429,0
896,5670,0
1055,34166,0
2273,100659,0
12431,40967,0
113114,64528,0
896,893,0
20805,3049,0
4671,112487,0
20805,41808,0
4780,18458,0
20805,48177,0
76045,76805,0
701,51102,0
471,35923,0
40164,2454,0
755,3277,0
2273,2589,0
27104,2819,0
76045,1055,0
1635,52772,1
113114,119151,0
113114,12504,0
4671,14697,0
76045,104783,0
20805,89006,0
31379,12431,1
27104,23563,0
27104,95151,0
2273,15260,0
755,115324,0
4671,19928,0
755,77748,0
755,114136,0
2841,5406,0
113114,20865,0
20195,35839,0
2273,1456,1
4671,22960,0
755,101784,0
2273,1235,0
40164,72278,0
2273,40797,1
113114,5542,0
40164,3326,0
113114,108729,0
63556,91168,1
40164,76189,1
40164,1578,0
14758,8970,0
20805,65392,0
27104,65293,0
896,635,0
1055,29146,0
2273,1682,0
113114,3429,0
2273,64323,0
102777,35937,1
20805,32891,0
113114,113447,0
113114,6800,0
27104,94632,0
40164,63937,1
701,9540,0
2273,81524,0
76045,116854,0
3209,98445,0
755,2273,1
56700,40062,0
2273,11308,0
4671,114589,0
35981,6186,0
896,69005,0
76045,389,0
27104,6800,0
113114,51217,0
76045,118963,0
46153,8754,0
2273,11421,0
19235,63697,1
46153,19385,1
48944,21150,0
701,14152,0
35981,100451,0
896,104632,0
20805,2034,0
40164,54439,0
76045,19965,0
76045,3667,0
33924,66165,1
20805,35927,0
40164,36130,1
27104,5429,0
18511,4866,0
56700,112409,0
35981,47034,0
35981,2373,0
20805,36344,0
27104,2437,0
701,1677,0
20805,113020,0
49468,55180,0
20805,4701,1
27104,31383,1
896,49148,0
2273,20635,0
76045,986,0
20805,113060,0
701,4843,0
471,1004,0
20805,70020,0
40164,674,0
113114,75085,0
40164,40560,0
27104,579,0
35981,40160,0
2273,79993,0
14758,51460,0
20805,2731,0
27313,5542,0
896,35814,0
40164,2245,0
76045,21081,0
113114,541,0
2273,2286,0
49468,16470,0
76045,1488,0
113114,64581,0
27104,64528,0
20805,21626,0
27104,85748,0
755,2485,0
76045,21348,0
40164,2132,0
4827,1347,1
20805,34152,1
40164,896,1
65392,29146,0
27104,95931,0
2243,1891,1
7320,4700,0
27104,79993,0
2273,1040,0
76045,11219,0
40164,19793,0
1895,11303,0
40164,2107,0
20805,761,0
27104,26891,0
102777,2107,1
20805,8154,0
2273,38633,1
20805,63675,0
40164,5986,0
76045,85748,0
5425,827,0
2273,66689,0
27104,101851,0
76045,65367,0
104783,610,0
2273,5978,0
20805,18466,1
2712,1744,1
113114,38633,0
755,11358,1
905,81151,0
76045,58825,0
56700,36134,0
76045,3392,0
35981,3277,0
76045,4888,0
2273,2901,0
76045,1917,0
27104,60376,0
4780,19385,1
27104,111441,0
1503,94333,0
35981,65712,0
20805,44832,0
101091,18384,0
1756,1681,1
27104,3756,0
113114,1907,0
40164,94970,1
896,43482,0
701,20747,0
40164,5542,0
27104,2310,0
20805,3394,1
40164,14152,0
113114,115324,0
2273,93892,0
755,2789,0
3209,36528,0
40164,36524,0
40164,5429,0
40164,35937,0
20805,26856,0
30174,6651,0
76045,89761,0
20805,95,0
40164,47235,0
27104,55055,1
76045,73955,0
40164,101617,0
113114,22326,0
27104,80754,0
755,239,1
35981,90204,0
92989,79993,0
76045,23430,0
113114,101784,0
20805,5629,0
14758,52590,0
19235,104258,0
27104,384,0
40164,99507,0
270,12851,1
755,5265,0
18327,27095,1
27104,113932,0
113114,18427,1
1125,40870,0
20805,3258,0
113114,3082,0
20805,115324,0
701,1999,0
896,28701,0
76045,17461,0
5063,55348,1
35981,94070,0
35981,4652,0
76045,3703,0
40164,27313,0
40164,85971,0
20805,18641,1
20805,26924,1
20805,1895,0
896,4960,0
40164,12931,0
40164,28949,0
2243,63675,1
6010,11334,1
755,4700,0
701,71720,1
27104,29551,0
3209,75343,0
40164,35739,0
40164,59856,0
896,30086,0
4827,3645,0
18466,35684,0
3209,12628,0
20195,70511,0
40164,32178,0
896,3620,0
19385,8966,0
20805,2372,0
102777,81068,0
20805,78254,0
40164,19479,0
701,231,0
40164,2297,1
56700,1347,0
701,89273,0
20805,74742,0
2273,20865,1
7320,2525,1
113114,2132,0
19220,114136,0
76045,14575,0
12106,72908,0
113114,88727,0
19235,3506,1
755,15737,0
896,805,0
3209,40114,0
701,20100,0
49468,742,0
40164,114589,0
76045,75617,0
20805,88644,0
20805,5866,0
81543,2659,1
76045,2926,1
701,63982,0
2273,13747,0
19385,71380,0
2273,81031,0
111575,11568,0
896,579,0
20805,2243,0
46153,3405,1
48944,78832,0
27104,5117,0
113114,2149,0
896,1794,0
4780,30789,0
20805,2132,0
20805,896,0
2273,2855,0
3594,26935,1
40164,60796,1
35981,36162,0
701,115016,0
27104,3764,0
40164,63675,0
105707,605,0
27104,108937,0
113114,51460,0
113114,1990,0
76045,91168,0
113114,20635,0
76045,18477,0
35981,71544,0
20805,69611,0
40164,35845,0
755,24977,0
104632,42469,0
2273,51460,0
896,3526,0
2273,79848,0
76045,40967,1
113114,4708,0
76045,5140,0
20805,492,0
2273,36383,0
27104,76214,1
755,16598,0
40164,71891,0
1756,52850,1
3496,11350,0
20805,28338,0
4827,94970,0
18472,114015,0
20805,341,0
14004,44083,1
2273,3424,0
2243,2916,1
7319,3215,1
20805,3230,0
40164,2762,0
20805,1994,1
471,5629,0
30174,26856,0
27104,81543,0
40164,40062,0
49468,3092,0
113114,58058,0
20805,7016,1
35981,4769,0
113114,120142,0
14758,13904,0
2273,3277,0
31379,19866,1
701,1717,1
27104,12433,1
76045,28338,0
102777,1807,1
701,2958,0
896,97374,0
35981,85364,0
113114,11334,0
755,3764,0
46153,44728,0
35981,105687,0
3209,26990,0
30174,2112,0
755,12687,0
76063,29136,0
4671,104783,0
2273,2213,1
27104,2731,0
40164,81612,0
76045,9298,0
896,11370,0
35981,20670,0
896,3356,0
67799,76585,0
20805,2659,1
2273,66114,0
27104,2586,0
20805,40560,0
40164,40168,0
755,103367,0
2378,1235,1
40164,19866,0
755,8105,0
27104,3237,0
40164,75011,1
896,53860,0
27104,2953,0
40164,69005,0
20805,88727,0
75322,851,0
113114,117805,0
12008,1231,0
1756,3589,0
471,41118,0
40164,23753,0
755,115014,0
27104,3092,0
27104,75343,0
111573,3004,0
18327,20200,1
896,2412,0
40164,5946,0
76045,85564,0
20805,95151,0
27104,89029,0
30174,94725,0
35839,89524,0
27104,3459,1
20805,578,0
755,79848,0
113114,104097,0
27104,14326,0
43716,76805,1
35981,41381,1
35981,31324,0
11412,8252,0
2273,54121,0
40221,2542,0
20805,19874,0
20805,91433,0
579,5265,0
76045,100141,0
579,96918,0
76045,3594,0
471,6475,0
20805,64066,0
113114,36383,0
113114,62551,0
27104,3664,0
14758,65367,0
1055,247,0
2273,3004,0
113114,4902,0
1004,33865,0
4671,1855,0
14758,5075,1
40164,3242,1
35981,11308,0
1055,27421,0
113114,2272,0
755,19037,0
896,45006,0
755,11401,1
896,51885,0
19235,57899,0
27104,63697,0
27104,14697,0
20805,29044,0
40164,12268,0
20805,11290,0
19235,119430,0
35981,90131,0
896,1436,0
35981,827,0
2273,10450,0
20805,111231,0
701,11422,0
471,2230,0
40164,2906,0
40164,40599,0
65026,26967,0
20805,103861,0
19235,5914,0
3209,79495,0
27104,52258,0
113114,1391,0
896,20865,0
40164,113161,0
19235,579,0
76045,19928,0
76045,6010,0
14758,62410,0
76045,5914,0
20805,26963,0
4682,1560,1
1503,3277,1
2273,30185,0
18327,11290,1
76045,5995,0
20805,1855,0
76045,114402,0
896,4367,0
76045,75011,0
14758,111183,0
76045,887,0
111183,118617,1
102777,33865,0
76045,52590,0
40164,35788,1
79848,111239,0
27104,76702,0
20805,49148,0
113114,14758,0
40164,55969,1
76045,949,0
49468,30085,0
2273,52258,0
35981,2761,0
27104,101080,0
896,69677,0
72195,63774,1
755,4741,0
3209,27018,0
40164,102902,0
27104,1055,0
5406,40254,0
35981,77748,0
40164,542,0
65392,27889,0
27104,14575,0
65392,7262,0
7319,116854,0
20805,108690,0
27104,77063,0
755,93669,0
40164,1005,0
3209,61360,0
113114,344,0
896,119360,0
20805,16810,0
304,1807,0
471,75502,0
304,12771,0
101091,115016,1
20805,2937,1
40164,76977,0
102777,44526,1
27104,2820,0
113114,64231,0
896,2376,0
579,51492,0
2587,63574,1
40164,3594,0
40164,76585,0
40164,2406,0
31379,47034,0
113114,31382,0
76045,75322,0
896,74694,0
40164,12620,1
27104,1994,0
19235,58058,0
4671,11978,0
3209,21265,0
76045,16470,0
905,18285,1
65392,65925,0
755,18397,0
35981,93892,0
755,71544,0
97938,3056,1
1055,5975,0
896,77118,0
27104,113161,0
20805,77020,0
76045,4821,0
896,55063,0
14758,54083,0
40164,263,0
40164,95151,0
35981,59642,0
2273,1681,0
4780,81093,0
2273,3429,0
35981,112733,0
896,36383,0
76045,107737,0
1635,1498,1
1004,16470,0
49468,42489,0
2273,1794,0
40164,116903,0
14758,54116,0
3209,12194,0
4671,2373,0
40164,3303,0
19235,11838,0
40164,4720,0
471,270,1
40164,3500,0
40164,51254,0
27104,19551,0
755,117805,0
113114,1744,0
20805,2469,0
14758,27315,0
2243,2991,1
40164,103367,0
27104,6120,0
755,1564,0
4671,18361,0
579,55055,0
805,1227,0
20805,47650,0
40164,3330,0
3209,35927,0
63797,732,0
49468,51399,0
20805,26935,0
40164,1534,0
76063,72545,0
1999,12661,1
270,1840,1
896,1391,0
40164,36061,0
2273,83280,0
18327,41118,0
49468,5147,0
76045,31388,0
40164,73324,0
40164,578,0
20805,4700,0
20805,13971,0
2273,42868,0
471,42489,0
40164,75391,0
27104,11350,0
40164,732,1
113114,1044,0
27104,114438,0
20805,96870,0
4671,2926,0
76045,18460,0
113114,2399,0
76045,40797,0
755,117270,0
5406,52772,0
755,19162,0
896,16598,0
20805,118710,0
20805,19104,0
76063,78386,0
14758,51492,0
76045,7854,0
27104,5357,0
896,12659,0
40164,32146,0
27104,45006,0
14758,63774,0
40164,102777,0
18477,2909,0
20805,108417,0
35981,104258,0
20805,34135,0
12850,119777,0
79848,52590,0
40164,12467,0
27104,108366,0
20805,35788,0
76045,65477,0
27104,51399,0
76045,56038,0
755,49232,1
2273,12613,1
35981,81031,0
40537,71482,1
35981,28701,0
896,713,0
40164,3679,0
896,64066,0
2587,1206,1
20805,649,0
40164,231,0
755,96252,0
113114,55348,0
2273,28940,0
40164,120936,0
113114,75228,0
20805,2286,0
5063,25104,0
19235,76849,1
76045,2603,0
1281,55733,1
76045,35990,0
2273,35894,1
755,3526,1
755,92989,0
755,107214,0
2273,30898,0
113114,3620,0
896,309,0
471,95,0
102777,1215,1
76045,4857,0
40164,1999,0
755,11441,0
4671,6666,0
2273,37125,1
20805,55348,0
113114,4894,0
3209,95,0
40164,45013,0
27104,35788,0
101091,9540,1
27104,24090,0
40164,4741,1
40164,119151,0
2273,64055,0
20805,18989,0
40164,100141,0
579,39647,0
389,506,1
2273,77748,0
2373,22960,0
20805,96161,0
755,2837,0
701,2469,0
104632,3487,0
896,1706,0
40164,18474,0
40164,1212,0
20805,1560,0
896,1581,0
53860,63774,1
1994,89580,0
113114,3071,0
46153,20635,1
2273,3804,1
40164,89524,0
48944,96236,1
20805,5406,0
35981,35743,0
40164,2726,1
48944,33865,0
76045,3715,0
35885,93680,1
2273,12687,0
896,18641,0
76045,77118,0
76045,19037,0
20805,94080,0
20805,101851,0
755,3626,0
2273,3679,1
40164,1377,0
2273,19220,0
40164,113447,0
701,70301,0
113114,96161,0
18327,12851,1
5425,73725,0
896,5970,0
40164,752,0
1520,12609,0
20805,40927,1
20805,6293,0
113114,54129,0
40164,4642,0
113114,100659,0
19479,1192,1
40164,26935,0
48944,14318,0
4671,3764,0
36073,4787,0
76045,20277,0
27104,120911,0
14758,53860,1
46153,72195,1
896,47034,0
20805,106850,0
20805,73260,0
896,2578,0
20805,22230,0
76045,2844,0
2273,1075,0
20805,35744,1
19235,64528,1
35981,617,0
20805,732,0
27104,2909,0
27104,36988,0
20805,38633,0
19235,3330,0
35981,78743,0
20805,62410,0
701,11219,0
30174,54371,0
3209,120936,0
27104,36344,0
896,29554,0
701,81068,0
755,4281,0
20805,12257,1
896,7016,1
40164,2366,0
701,731,0
35981,2808,0
35981,64055,0
76045,3427,0
75322,2909,0
20805,15803,1
12620,95151,0
2273,35922,0
40164,98809,0
35981,8105,0
579,18458,0
20805,94333,0
755,600,0
20805,2532,0
40164,1564,0
2712,54493,0
3209,2659,0
35901,2659,1
76045,75502,0
20805,11412,0
2273,90131,0
40164,43350,0
76045,24435,0
2726,95931,0
48944,75477,0
304,1560,0
40164,3554,0
896,100659,0
40164,48612,0
755,91386,0
19235,19385,0
20805,27305,0
20805,2310,0
48944,47005,0
40164,113968,0
755,45359,0
199,5542,1
35981,27027,0
35981,3764,0
2841,116854,0
40164,71432,0
27104,20635,0
20805,77127,0
35981,1521,0
76045,6716,0
40196,80754,0
4780,106730,1
896,40797,0
2273,98324,0
3049,2855,1
2273,4845,0
35901,95,0
40164,111313,0
896,49746,0
40164,20464,1
113114,27071,0
30174,103676,0
20805,18612,0
4780,111313,0
16611,40541,0
20805,4787,0
896,34135,0
755,47551,0
102777,20100,1
111183,94841,1
2273,27021,1
27104,77748,0
755,1794,0
40164,104720,1
40164,30637,0
4671,18363,1
35981,2589,0
20805,3392,0
40164,3000,0
56700,5542,0
18327,3225,1
20805,21150,0
896,1141,0
755,1040,0
755,53860,0
40164,635,0
35981,15260,0
27104,41766,0
20805,38938,0
2273,54116,0
63574,112733,1
76045,27027,0
27104,1507,0
755,66689,0
40164,2206,1
40164,970,1
76045,56140,0
58824,18384,0
27104,5946,0
76045,707,0
76045,118617,0
113114,61026,0
40164,2157,0
27104,3238,0
76045,34152,0
56700,35866,0
304,3615,0
40164,60637,0
755,1503,1
76045,65293,0
701,58824,0
2273,2551,1
20805,115014,0
701,114015,0
40164,111066,0
20805,2837,0
113114,19697,0
20805,18363,0
755,3424,0
1999,35923,1
1055,41118,0
18327,12205,1
19235,11384,1
20805,21220,0
48944,37541,0
755,765,0
27104,3443,1
102777,44083,1
3209,94774,0
755,5995,0
2551,19104,1
701,18478,0
113114,5611,0
20805,47747,0
27104,4821,0
20805,36524,0
35981,3429,0
20805,76296,0
113114,63556,0
40164,72195,0
20805,3645,0
3209,89452,0
35981,3574,0
701,52065,0
3209,6475,0
20805,1786,0
113114,15344,0
896,19037,0
40164,22475,0
896,58058,0
40164,4701,1
3209,11290,0
30174,111066,0
18327,3720,1
31379,79163,1
755,2619,0
18590,3004,0
76045,3804,0
40164,4652,1
19235,54451,0
701,1492,1
20805,1564,0
76028,73260,0
27104,2205,0
76045,321,0
19235,66114,0
76045,19927,0
40164,103347,0
48944,18472,1
2273,1281,0
76045,40133,0
755,52590,0
40164,25104,0
579,146,0
27104,62410,0
18492,16810,1
40164,4866,0
35923,12661,1
113114,27027,0
40164,115005,0
701,1895,0
11317,40565,0
46153,119151,0
113114,111168,0
2243,35937,1
46153,31382,1
2378,492,1
35981,2480,0
19235,53703,0
3023,57899,1
896,5995,0
20805,1231,1
40164,1337,0
755,20865,0
701,2820,0
471,112831,0
40164,77063,0
18477,101634,0
896,5914,0
304,35937,0
27104,1040,0
3209,112831,0
49468,1498,0
20805,1507,0
27104,5975,0
896,57909,0
471,3763,0
40164,2226,0
701,95,0
896,2603,0
76045,3027,0
76045,13726,0
27104,94774,0
2273,118324,0
40164,893,0
27104,1512,0
1855,120808,1
20805,104720,0
896,70406,0
11290,247,1
896,40253,0
40164,27889,0
4671,94774,0
20195,20209,1
40164,2448,0
20805,111313,0
20805,63574,1
20805,104097,0
40164,111102,1
113114,19385,0
46153,1607,1
35981,27313,0
46153,45006,0
49468,542,0
19235,72278,0
755,21959,1
76045,93669,0
3740,18307,0
76045,2566,0
40164,28119,0
20805,2202,1
49468,75502,0
92989,101080,0
14758,63638,0
113114,3330,0
113114,24435,0
113114,5429,0
4671,113821,0
20805,12106,0
755,838,1
27104,3726,0
755,5117,0
755,51460,0
701,6293,0
20805,121038,0
701,40545,0
40164,1004,0
81543,40254,0
40164,36088,1
75322,4845,0
1756,6010,1
20805,2492,0
35981,1141,0
20805,232,0
1994,64066,0
755,6120,0
76045,4845,0
40164,18641,1
2273,36344,0
113114,1983,0
1055,32891,0
40164,15737,0
35981,27024,0
76045,115336,0
2273,2390,0
113114,3756,0
35981,26954,0
579,17167,0
40164,1802,0
35981,34135,0
11838,15737,0
896,3471,0
27104,112733,0
113114,3461,0
35981,49746,0
1503,36344,1
701,2906,0
46153,15737,0
40164,28701,1
48944,69611,0
27104,341,0
76045,7320,1
2273,26746,0
2273,18989,0
2273,2937,1
20805,32178,0
896,1521,0
1557,2820,1
1055,35927,0
113114,25104,0
20805,75228,0
27104,11351,0
27104,85818,1
755,31324,0
40164,4902,1
755,34621,1
40164,2578,1
2273,69521,0
4671,29146,0
40164,49616,0
